，。	。
眼花撩乱	眼花缭乱
眼花暸乱	眼花缭乱
眼花燎乱	眼花缭乱
眼花瞭乱	眼花缭乱
眼急手快	眼疾手快
眼睛象	眼睛像
眼晴	眼睛
偃苗助长	揠苗助长
演译	演绎
厌厌欲睡	恹恹欲睡
堰旗息鼓	偃旗息鼓
雁子	燕子
央央大国	泱泱大国
殃殃大国	泱泱大国
秧秧大国	泱泱大国
扬常而去	扬长而去
扬柳	杨柳
扬树	杨树
扬扬得意	洋洋得意
扬扬沸沸	沸沸扬扬
扬扬洒洒	洋洋洒洒
扬洲	扬州
羊官	羊倌
阳逢阴违	阳奉阴违
阳蓬	阳篷
杨常而去	扬长而去
杨么	杨幺
杨长避短	扬长避短
杨州	扬州
杨洲	扬州
洋褛	洋楼
洋琴	扬琴
仰愧俯作	仰愧俯怍
仰扬顿挫	抑扬顿挫
仰止	抑止
养病罢	养病吧
养尊处悠	养尊处优
养遵处优	养尊处优
妖蛾子	幺蛾子
邀请涵	邀请函
侥勇善战	骁勇善战
姚鼎	姚鼐
摇幌	摇晃
摇控	遥控
摇摇欲堕	摇摇欲坠
摇拽	摇曳
遥言	谣言
遥遥的就	遥遥地就
药罢	药吧
要功	邀功
要末	要么
要象	要像
要胁	要挟
要言不繁	要言不烦
耶酥	耶稣
也象	也像
业迹	业绩
夜不能昧	夜不能寐
夜插	夜叉
夜籁人静	夜阑人静
夜肖	夜宵
夜消	夜宵
夜霄	夜宵
一杯黄土	一抔黄土
一本万历	一本万利
一笔勾消	一笔勾销
一笔钩销	一笔勾销
一层不变	一成不变
一倡百和	一唱百和
一唱一合	一唱一和
一愁莫展	一筹莫展
一锤定音	一槌定音
一促而就	一蹴而就
一搭钱	一沓钱
一但	一旦
一刀两段	一刀两断
一迭	一叠
一段罢	一段吧
一番风顺	一帆风顺
一翻话	一番话
一份罢	一份吧
一服药	一副药
一幅对联	一副对联
一幅手套	一副手套
一幅笑脸	一副笑脸
一付药	一副药
一付中药	一服中药
一副画	一幅画
一盖而论	一概而论
一勾残月	一钩残月
一古脑	一股脑
一股作气	一鼓作气
一鼓足气	一鼓作气
一惯	一贯
一阖	一合
一轰而散	一哄而散
一幌	一晃
一见衷情	一见钟情
一獗不振	一蹶不振
一蹶一拐	一瘸一拐
一颗小草	一棵小草
一口同声	异口同声
一劳永易	一劳永逸
一劳永益	一劳永逸
一楞	一愣
一麟半爪	一鳞半爪
一屡青烟	一缕青烟
一脉相成	一脉相承
一年之季在于春	一年之计在于春
一诺千斤	一诺千金
一喏千金	一诺千金
一偶	一隅
一窃不通	一窍不通
一丘之鹤	一丘之貉
一仍旧惯	一仍旧贯
一如即往	一如既往
一如继往	一如既往
一若千金	一诺千金
一偌千金	一诺千金
一事同人	一视同仁
一视同人	一视同仁
一丝不荀	一丝不苟
一塌胡涂	一塌糊涂
一榻糊涂	一塌糊涂
一踏糊涂	一塌糊涂
一蹋糊涂	一塌糊涂
一砣	一坨
一晚罢	一晚吧
一望无银	一望无垠
一味的	一味地
一相情愿	一厢情愿
一相输愿	一厢情愿
一泄千里	一泻千里
一应具全	一应俱全
一涌而入	一拥而入
一语破地	一语破的
一语破地过	一语破的过
一语破地了	一语破的了
一圆	一元
一张一驰	一张一弛
一枕黄梁	一枕黄粱
一阵罢	一阵吧
一征	一怔
衣衿	衣襟
衣著	衣着
依皈	皈依
依然固我	依然故我
依仗	倚仗
怡笑大方	贻笑大方
宜布	宣布
宜传	宣传
贻然自得	怡然自得
移花截木	移花接木
遗害无穷	贻害无穷
遗人口实	贻人口实
遗逃	溃逃
遗笑大方	贻笑大方
疑聚	凝聚
以暴治暴	以暴制暴
以德抱怨	以德报怨
以毒功毒	以毒攻毒
以经	已经
以警效尤	以儆效尤
以老卖老	倚老卖老
以卯击石	以卵击石
以偏盖全	以偏概全
以身作责	以身作则
以一挡十	以一当十
以逸代劳	以逸待劳
倚托	依托
弋壁	戈壁
弋璧	戈壁
亿圆	亿元
义不容词	义不容辞
义愤添膺	义愤填膺
义气风发	意气风发
义气用事	意气用事
义无返顾	义无反顾
义正辞严	义正词严
仡立	屹立
亦或	抑或
异曲同功	异曲同工
异已	异己
易如翻掌	易如反掌
轶序	秩序
奕棋	弈棋
益于言表	溢于言表
肄无忌惮	肆无忌惮
意扰未尽	意犹未尽
意思么	意思吗
意外的变	意外地变
意想天开	异想天开
意正词严	义正词严
因才施教	因材施教
因地治宜	因地制宜
因势利道	因势利导
因咽废食	因噎废食
因噎费食	因噎废食
阴黯	阴暗
阴庇	荫庇
阴谋鬼计	阴谋诡计
殷勒	殷勤
殷情	殷勤
银泊	银箔
霪雨	淫雨
引疚	引咎
引亢高歌亢	引吭高歌
引起反映	引起反应
引伸	引申
引以为诫	引以为戒
饮鸠止渴	饮鸩止渴
隐密	隐秘
隐隐绰绰	影影绰绰
隐约其词	隐约其辞
瘾罢	瘾吧
英雄倍出	英雄辈出
婴花	樱花
缨花	樱花
缨络	璎珞
膺品	赝品
迎迸	迎进
迎狼入室	引狼入室
盈脏	盈眶
莹光	荧光
莹光	萤光
萤光	荧光
萤屏	荧屏
营私舞敝	营私舞弊
嬴得	赢得
嬴弱	羸弱
赢余	盈余
影牒	影碟
影相	影像
影象	影像
影约	隐约
应辨能力	应变能力
应接不遐	应接不暇
应接不瑕	应接不暇
映献	映现
硬邦邦	硬梆梆
硬帮帮	硬邦邦
硬梆梆	硬邦邦
拥带	拥戴
拥塞	壅塞
庸懒	慵懒
庸庸录录	庸庸碌碌
雍合宫	雍和宫
壅荣	雍容
永保	永葆
永保青春	永葆青春
永决	永诀
永往直前	勇往直前
涌跃	踊跃
用罢	用吧
用辞	用词
用的着	用得着
优戚	忧戚
优闲	悠闲
优郁	忧郁
优哉悠哉	优哉游哉
忧惚	恍惚
忧柔寡断	优柔寡断
忧心冲冲	忧心忡忡
忧心仲仲	忧心忡忡
忧心重重	忧心忡忡
幽黯	幽暗
悠哉悠哉	优哉游哉
悠哉游哉	优哉游哉
尤如	犹如
尤鱼	鱿鱼
由哀	由衷
由然而生	油然而生
犹柔寡断	优柔寡断
油猾	油滑
油榨	油炸
游戈	游弋
游目逞怀	游目骋怀
友罢	友吧
有孛事实	有悖事实
有迸无退	有进无退
有持无恐	有恃无恐
有点象	有点像
有妨观瞻	有碍观瞻
有口皆杯	有口皆碑
有么	有吗
有木有	有没有
有世以来	有史以来
有侍无恐	有恃无恐
有条不稳	有条不紊
有些象	有些像
有帐可查	有账可查
有志竞成	有志竟成
酉南	西南
又双叒叕	又
又象	又像
幼儿院	幼儿园
幼雅	幼稚
宥于成见	囿于成见
汙泥	污泥
余辉	余晖
余勇可估	余勇可贾
余勇可沽	余勇可贾
余枝	余支
余孳	余孽
鱼蚌相争	鹬蚌相争
鱼杆	鱼竿
鱼鼓	渔鼓
鱼具	渔具
鱼目浑珠	鱼目混珠
鱼籽	鱼子
渔类	鱼类
渔台	鱼台
渔汛	鱼汛
逾加	愈加
虞治卿	虞洽卿
愚味	愚昧
宇宙峰	宇宙锋
羽扇伦巾	羽扇纶巾
雨朦朦	雨濛濛
语无纶次	语无伦次
语无轮次	语无伦次
语无论次	语无伦次
预会	与会
预闻	与闻
欲盖弥张	欲盖弥彰
欲盖弥章	欲盖弥彰
欲火重生	浴火重生
遇剌	遇刺
御手	驭手
誉抄	誊抄
誉录	誊录
誉清	誊清
誉写	誊写
豫备	预备
豫防	预防
冤气	怨气
冤气冲天	怨气冲天
冤妄	冤枉
冤冤相抱	冤冤相报
渊远流长	源远流长
元来	原来
元煤	原煤
元霄	元宵
元元本本	原原本本
员罢	员吧
原故	缘故
原气	元气
原气大伤	元气大伤
原物必还	原物璧还
原形必露	原形毕露
原由	缘由
圆地	园地
圆丁	园丁
圆猾	圆滑
圆林	园林
圆艺	园艺
圆凿方柄	圆凿方枘
源木求鱼	缘木求鱼
源源本本	原原本本
远的站着	远地站着
远见灼识	远见卓识
远远的到	远远地到
远远的就	远远地就
远远的弯了	远远地弯了
远远的弯着	远远地弯着
远远的有	远远地有
怨仇	冤仇
怨天忧人	怨天尤人
怨天由人	怨天尤人
怨天犹人	怨天尤人
怨有头	冤有头
怨怨相报	冤冤相报
怨怨相抱	冤冤相报
瑗珲	瑷珲
愿谅	原谅
约莫	约摸
月罢	月吧
月见草	月苋草
月蚀	月食
月芽	月牙
跃武扬威	耀武扬威
越俎代包	越俎代庖
越俎代疱	越俎代庖
越俎带庖	越俎代庖
晕的	晕得
晕地	晕得
晕弦	晕眩
晕腥	荤腥
云豆	芸豆
云宵	云霄
云云众生	芸芸众生
纭纭众生	芸芸众生
允作	充作
陨命	殒命
陨身不恤	殒身不恤
殒落	陨落
孕含	蕴含
运筹帷握	运筹帷幄
运筹惟幄	运筹帷幄
运愉	运输
蕴籍	蕴藉
匝嘴	咂嘴
杂揉	杂糅
杂遝	杂沓
杂踏	杂沓
杂杳	杂沓
咋咋虎虎	咋咋呼呼
栽脏	栽赃
再叨扰罢	再叨扰吧
再会罢	再会吧
再见罢	再见吧
再接再历	再接再厉
再接再励	再接再厉
再接再利	再接再厉
再接再砺	再接再厉
再瞧罢	再瞧吧
再三的说	再三地说
再三的提	再三地提
再三的要求	再三地要求
再送罢	再送吧
再谈罢	再谈吧
再象	再像
在么	在吗
在坐	在座
暂露头角	崭露头角
赞不决口	赞不绝口
赞新	崭新
脏款	赃款
脏物	赃物
遭孽	造孽
遭秧	遭殃
糟贱	糟践
糟塌	糟蹋
糟踏	糟蹋
早巳	早已
早以	早已
早早的就从	早早地就从
早早的就回	早早地就回
早早的就来	早早地就来
早早的就去	早早地就去
早早的开	早早地开
造事者	肇事者
造形	造型
造谣装骗	招摇撞骗
造摇	造谣
造旨	造诣
躁热	燥热
则任	责任
则象	则像
责无旁代	责无旁贷
责无旁待	责无旁贷
啫厘	啫喱
贼坯	贼胚
怎吗	怎么
怎祥	怎样
怎幺	怎么
增近	增进
扎记	札记
揸开	岔开
闸述	阐述
乍呼	咋呼
乍舌	咋舌
乍尸	诈尸
诈乎	咋呼
炸油	榨油
翟秋白	瞿秋白
翟心仁厚	宅心仁厚
沾辱	玷辱
沾污	玷污
粘稠	黏稠
粘糊	黏糊
粘染	沾染
粘土	黏土
粘污	玷污
粘性	黏性
粘液	黏液
瞻养	赡养
斩罢	斩吧
斩丁截铁	斩钉截铁
斩钉接铁	斩钉截铁
斩将骞旗	斩将搴旗
斩露头角	崭露头角
斩新	崭新
展缓	暂缓
展露头角	崭露头角
展转	辗转
崭漏头脚	崭露头角
崭露头角	崭露头角
崭露头脚	崭露头角
辗转翻侧	辗转反侧
占居	占据
占踞	占据
占了上峰	占了上风
战略部暑	战略部署
战士象	战士像
战战惊惊	战战兢兢
站稳脚根	站稳脚跟
湛称一绝	堪称一绝
张灯结采	张灯结彩
张慌失措	张皇失措
张惶	张皇
张么	张吗
彰善惮恶	彰善瘅恶
长备不懈	常备不懈
长简	长筒
长篇累椟	长篇累牍
长盛不衰	常盛不衰
长嘘短叹	长吁短叹
长予	长矛
仗义输财	仗义疏财
仗义直言	仗义执言
帐薄	账簿
帐本	账本
帐簿	账簿
帐单	账单
帐号	账号
帐户	账户
帐面	账面
帐目	账目
帐上	账上
帐算	账算
账薄	账簿
胀潮	涨潮
胀红	涨红
胀红了脸	涨红了脸
胀价	涨价
招呼罢	招呼吧
招唤	召唤
招幕	招募
招然若揭	昭然若揭
招惹事非	招惹是非
招雪	昭雪
招摇闯骗	招摇撞骗
招摇装骗	招摇撞骗
招遥	招摇
招之即来	召之即来
找罢	找吧
照本宣课	照本宣科
照本喧科	照本宣科
照力	照办
照然若揭	昭然若揭
照象	照相
照像	照相
蜇伏	蛰伏
蜇居	蛰居
遮闭	遮蔽
遮栏	遮拦
遮天避日	遮天蔽日
折迭	折叠
折中	折衷
折皱	褶皱
摺了	折了
摺扇	折扇
这儿象	这儿像
这翻	这番
这末	这么
这斯	这厮
这祥	这样
这些帐	这些账
这样罢	这样吧
这样办罢	这样办吧
这幺	这么
浙沥	淅沥
着罢	着吧
着名	著名
着述	著述
着象	着像
着作	著作
针贬	针砭
针眨	针砭
针炙	针灸
侦查兵	侦察兵
珍希	珍稀
珍羞	珍馐
珍重其事	郑重其事
真苯	真笨
真缔	真谛
真丝绵	真丝棉
真象	真相
真像	真相
真知卓见	真知灼见
箴口不言	缄口不言
疹人	瘆人
阵词	陈词
鸩形鹄面	鸠形鹄面
振耳欲聋	震耳欲聋
振撼	震撼
振济灾民	赈济灾民
振惊	震惊
振人心魄	震人心魄
振灾	赈灾
振振有辞	振振有词
震奋	振奋
震古铄今	震古烁今
震憾	震撼
震聋发聩	振聋发聩
震摄	震慑
震震有词	振振有词
镇慑	震慑
争辨	争辩
争争日上	蒸蒸日上
征怔	怔怔
怔征	怔怔
狰扎	挣扎
烝酒	蒸酒
蒸溜水	蒸馏水
蒸气	蒸汽
整襟危坐	正襟危坐
整埋	整理
整伤	整饬
整天的哭	整天地哭
整天的受	整天地受
正襟威坐	正襟危坐
正经八摆	正经八百
正象	正像
正正当当的办	正正当当地办
证卷	证券
郑洲	郑州
政胁	政协
政冶	政治
挣的不少	挣得不少
之辨	之辩
之颠	之巅
之迷	之谜
之秘	之谜
之遵	之尊
支解	肢解
支蔓	枝蔓
支无	支吾
只箭	支箭
只日可待	指日可待
吱吾	支吾
吱唔	支吾
枝笔	支笔
枝解	肢解
枝枪	枝枪
枝梧	支吾
枝捂	支吾
知道么	知道吗
知理名言	至理名言
知迷不悟	执迷不悟
知书达礼	知书达理
知书答礼	知书达理
肢离破碎	支离破碎
脂麻	芝麻
执谜不悟	执迷不悟
执著	执着
直播热线	直拨热线
直钩钩	直勾勾
直接了当	直截了当
直捷了当	直截了当
直楞楞	直愣愣
直迷不悟	执迷不悟
直述胸臆	直抒胸臆
直言不悔	直言不讳
直言不诲	直言不讳
直言不晦	直言不讳
直言不违	直言不讳
值的你	值得你
值的你	值得我
值的您	值得您
值的去	值得去
值的做	值得做
纸绽	纸锭
指高气扬	趾高气扬
指手划脚	指手画脚
趾高气昂	趾高气扬
至高无尚	至高无上
至理明言	至理名言
志大才琉	志大才疏
志大材疏	志大才疏
制肘	掣肘
治丝易棼	治丝益棼
治逾	治愈
致哀	志哀
致关重要	至关重要
置若阁闻	置若罔闻
置若惘闻	置若罔闻
中裁	仲裁
中间力量	中坚力量
中恳	中肯
中流抵柱	中流砥柱
中西合壁	中西合璧
中象	中像
中心感谢	衷心感谢
中用罢	中用吧
忠贞不逾	忠贞不渝
终生大事	终身大事
终生制	终身制
盅惑	蛊惑
钟灵玉秀	钟灵毓秀
肿么	怎么
肿摸	怎么
肿涨	肿胀
种籽	种子
塚	冢
仲秋	中秋
仲栽	仲裁
众口烁金	众口铄金
众口一辞	众口一词
众目暌暌	众目睽睽
重罢	重吧
重迭	重叠
重反	重返
重整旗鼓	重振旗鼓
诌的不	诌得不
诌媚	谄媚
周未	周末
赒济	周济
绉巴	皱巴
绉纹	皱纹
朱元漳	朱元璋
诛连	株连
珠连璧合	珠联璧合
珠联壁合	珠联璧合
珠丝	蛛丝
珠丝马迹	蛛丝马迹
株洲	株州
株洲	株洲
猪罗	猪猡
蛛丝蚂迹	蛛丝马迹
竹杆	竹竿
竹蔑	竹篾
主任罢	主任吧
主席罢	主席吧
助肘为虐	助纣为虐
助纣为谑	助纣为虐
住罢	住吧
贮立	伫立
柱香	炷香
柱着	拄着
抓耳扰腮	抓耳挠腮
专集	专辑
专心至志	专心致志
转寰	转圜
转游	转悠
转辗	辗转
转帐	转账
撰搞	撰稿
妆束	装束
庄家汉	庄稼汉
庄家人	庄稼人
装钉	装订
装黄	装潢
装聋做哑	装聋作哑
装腔做势	装腔作势
装傻充楞	装傻充愣
装祯	装帧
装做	装作
壮元	状元
幢憬	憧憬
隹肴	佳肴
追击炮	迫击炮
追朔	追溯
缀学	辍学
准备罢	准备吧
拙拙逼人	咄咄逼人
捉襟见纣	捉襟见肘
茁状	茁壮
卓智多谋	足智多谋
濯发难数	擢发难数
姿式	姿势
姿意	恣意
兹啦	刺啦
兹扰	滋扰
赀财	资财
资力	资历
淄铢必较	锱铢必较
孳孳	孜孜
龇	呲
龇牙	呲牙
子罢	子吧
子畜	仔畜
子粒	籽粒
子么	子吗
子棉	籽棉
子细	仔细
子猪	仔猪
笫八	第八
笫二	第二
笫九	第九
笫六	第六
笫七	第七
笫三	第三
笫十	第十
笫四	第四
笫五	第五
笫一	第一
紫金城	紫禁城
自报自弃	自暴自弃
自抱自弃	自暴自弃
自悲	自卑
自持	自恃
自各	自个
自顾不遐	自顾不暇
自顾不瑕	自顾不暇
自渐形秽	自惭形秽
自立更生	自力更生
自名不凡	自命不凡
自名得意	自鸣得意
自鸣不凡	自命不凡
自鸣清高	自命清高
自命得意	自鸣得意
自曝自弃	自暴自弃
自然的落	自然地落
自食其利	自食其力
自侍	自恃
自学成材	自学成才
自言自语的道	自言自语地道
自以为事	自以为是
自翊	自诩
自语的道	自语地道
自语的说	自语地说
自怨自弋	自怨自艾
字迹隽秀	字迹娟秀
字贴	字帖
恣态	姿态
综贯	纵观
棕子	粽子
总览全局	总揽全局
总象	总像
总帐	总账
纵横捭合	纵横捭阖
纵横俾阖	纵横捭阖
纵树	枞树
纵恿	怂恿
走罢	走吧
走迸	走进
走的很	走得很
走地很	走得很
走廓	走廊
走露	走漏
走私贩	走私犯
走头无路	走投无路
走途无路	走投无路
走一步罢	走一步吧
揍是	就是
卒然	猝然
诅丧	沮丧
阻档	阻挡
阻击手	狙击手
阻绕	阻挠
组织象	组织像
纂夺	篡夺
纂位	篡位
纂着	攥着
嘴谗	嘴馋
嘴象	嘴像
罪不及奴	罪不及孥
醉熏熏	醉醺醺
醉薰薰	醉醺醺
尊照	遵照
遵为	尊为
昨日黄花	明日黄花
左右开工	左右开弓
左证	佐证
作爱	做爱
作伴	做伴
作弊上观	作壁上观
作饼	做饼
作菜	做菜
作操	做操
作崇	作祟
作错	做错
作大作强	做大做强
作代价	做代价
作的了	做的了
作的着	做的着
作点	做点
作爹	做爹
作东	做东
作豆腐	做豆腐
作多	做多
作恶梦	做恶梦
作噩梦	做恶梦
作饭	做饭
作个纪念罢	作个纪念吧
作工	做工
作工作	做工作
作公	做公
作功	做功
作官	做官
作光作盐	做光做盐
作广告	做广告
作鬼	做鬼
作过	做过
作好	做好
作画	做画
作坏	做坏
作活	做活
作楫	作揖
作假	做假
作奸犯课	作奸犯科
作件	做件
作酱	做酱
作酒	做酒
作绝	做绝
作客	做客
作空	做空
作礼拜	做礼拜
作脸	做脸
作买卖	做买卖
作馒头	做馒头
作满月	做满月
作媒	做媒
作美梦	做美梦
作梦	做梦
作派	做派
作强	做强
作强作大	做强做大
作妾	做妾
作亲	做亲
作圈套	做圈套
作人	做人
作人情	做人情
作生日	做生日
作生意	做生意
作诗	做诗
作市	做市
作事	做事
作手脚	做手脚
作手术	做手术
作寿	做寿
作熟	做熟
作汤	做汤
作糖	做糖
作题	做题
作头	做头
作完	做完
作王	做王
作文章	做文章
作窝	做窝
作小	做小
作小生意	做小生意
作些	做些
作歇	作息
作鞋	做鞋
作秀	做秀
作学问	做学问
作眼	做眼
作贼	做贼
作贼心虚	做贼心虚
作针线	做针线
作庄	做庄
作足	做足
坐罢	坐吧
坐壁上观	作壁上观
坐次	座次
坐地分脏	坐地分赃
坐那边罢	从那边吧
坐收鱼利	坐收渔利
坐位	座位
坐无虚席	座无虚席
坐下罢	坐下吧
坐想其成	坐享其成
坐一会儿罢	坐一会儿吧
坐以待毖	坐以待毙
坐椅	座椅
坐右铭	座右铭
坐阵	坐镇
座标	坐标
座落	坐落
做案	作案
做罢	作罢
做伴	作伴
做保	作保
做报告	作报告
做弊	作弊
做壁上观	作壁上观
做表	作表
做别	作别
做操	作操
做场	作场
做词	作词
做词	作此
做答	作答
做的到过	做得到过
做的到了	做得到了
做的到着	做得到着
